,context,word,POS,sum_logprobs
983,На привале у озера,"
Собрались",VERB,-7.47760272026062
984,На привале у озера,".
Там",ADV,-7.515793800354004
985,На привале у озера,"
Там",ADV,-7.770846486091614
986,На привале у озера,".
Тут",ADV,-7.890793800354004
987,На привале у озера,"
Сидит",VERB,-8.26656949520111
988,На привале у озера,"

Сквозь",ADP,-8.311324045062065
989,На привале у озера,"

Кто",PRON,-8.504912614822388
990,На привале у озера,"
Тихо",ADV,-8.508415147662163
991,"Наживка, на которую он ловил", рыбу,NOUN,-1.5213932727929205
992,"Наживка, на которую он ловил", свою,DET,-4.018416404724121
993,"Наживка, на которую он ловил",",
это",PRON,-5.67554771900177
994,"Наживка, на которую он ловил",".
И",CCONJ,-5.883408069610596
995,"Наживка, на которую он ловил",",
была",VERB,-5.966133184731007
996,"Наживка, на которую он ловил",".
А",INTJ,-6.508408069610596
997,"Наживка, на которую он ловил",".
Это",PRON,-6.508408069610596
998,"Наживка, на которую он ловил",".
В",INTJ,-6.633408069610596
999,"Наживка, на которую он ловил",",
в",ADP,-6.8005475997924805
1000,"Наживка, на которую он ловил",",
Это",PRON,-7.1755475997924805
1001,"Наживка, на которую он ловил", рыбы,NOUN,-7.771393179893494
1002,"Наживка, на которую он ловил",".
Сейчас",ADV,-7.954557776451111
1003,"Наживка, на которую он ловил",",
состояла",VERB,-8.201198972761631
1004,"Наживка, на которую он ловил",".
Или",CCONJ,-8.240192174911499
1005,"Наживка, на которую он ловил",".
Итак",ADV,-8.740192174911499
1006,Наше правительство сделало, все,PRON,-1.6781575679779053
1007,Наше правительство сделало, много,ADV,-1.6781575679779053
1008,Наше правительство сделало, всё,PRON,-2.8031575679779053
1009,Наше правительство сделало, выбор,NOUN,-3.0531575679779053
1010,Наше правительство сделало, шаг,NOUN,-3.0531575679779053
1011,Наше правительство сделало, очень,ADV,-3.4281575679779053
1012,Наше правительство сделало, шаги,NOUN,-4.368651986122131
1013,Наши власти позволяют себе, не,PART,-2.835855960845948
1014,Наши власти позволяют себе, такие,DET,-3.085855960845948
1015,Наши власти позволяют себе, много,ADV,-3.210855960845948
1016,Наши власти позволяют себе, делать,VERB,-3.335855960845948
1017,Наши власти позволяют себе, в,ADP,-3.8358559608459473
1018,Наши власти позволяют себе, безнаказанно,ADJ,-4.052463830215856
1019,Наши власти позволяют себе, врать,VERB,-4.741741597652435
1020,Наши власти позволяют себе, безнаказанность,NOUN,-5.92746387491934
1021,Наши власти позволяют себе, безразличие,NOUN,-7.074272211641073
1022,Наши власти позволяют себе, бездействовать,VERB,-7.1296185702085495
1023,Наши власти позволяют себе, вольности,NOUN,-7.220008760690689
1024,Наши власти позволяют себе, безразлично,ADJ,-7.449272211641073
1025,Наши власти позволяют себе, ввести,VERB,-7.49174165725708
1026,Наши власти позволяют себе, вранье,NOUN,-7.563984423875809
1027,Наши власти позволяют себе, безответственно,ADJ,-7.600632190704346
1028,"Не обнаружив ничего в досье, сыщики решили", проверить,VERB,-2.3490302562713623
1029,"Не обнаружив ничего в досье, сыщики решили", провести,VERB,-3.2240302562713623
1030,"Не обнаружив ничего в досье, сыщики решили", обратиться,VERB,-3.3490302562713623
1031,"Не обнаружив ничего в досье, сыщики решили", опросить,VERB,-3.379391861039039
1032,"Не обнаружив ничего в досье, сыщики решили", пообщаться,VERB,-4.552800442441367
1033,"Не обнаружив ничего в досье, сыщики решили", поработать,VERB,-5.177922507922631
1034,"Не обнаружив ничего в досье, сыщики решили", поехать,VERB,-5.677366018295288
1035,"Не обнаружив ничего в досье, сыщики решили", поинтересоваться,VERB,-6.052701838081703
1036,"Не обнаружив ничего в досье, сыщики решили", понаблюдать,VERB,-6.427847814120469
1037,"Не обнаружив ничего в досье, сыщики решили", поразмы,NOUN,-6.849282085895538
1038,"Не обнаружив ничего в досье, сыщики решили", поразмыслить,VERB,-6.849770751538017
1039,"Не обнаружив ничего в досье, сыщики решили", опрашивать,VERB,-7.629413198490511
1040,"Не обнаружив ничего в досье, сыщики решили", опробовать,VERB,-8.504567906507873
1041,"Не обнаружив ничего в досье, сыщики решили", поразмышлять,VERB,-8.849488427571487
1042,"Не обнаружив ничего в досье, сыщики решили", опустить,VERB,-9.629332304000854
1043,Не поручайте, мне,PRON,-2.6147289276123047
1044,Не поручайте, свои,DET,-2.6147289276123047
1045,Не поручайте, важные,ADJ,-3.5764123052358627
1046,Не поручайте, свою,DET,-3.6147289276123047
1047,Не поручайте, нам,ADP,-3.7397289276123047
1048,Не поручайте, это,PRON,-3.8647289276123047
1049,Не поручайте, важное,ADJ,-6.951412200927734
1050,Не поручайте, важную,ADJ,-6.951412200927734
1051,Не поручайте, важнейшие,ADJ,-7.985484600067139
1052,Не поручайте, важным,ADJ,-9.451412200927734
1053,Не поручайте, важный,ADJ,-9.826412200927734
1054,Не поручайте, важнейшую,ADJ,-10.23548460006714
1055,Не поручайте, важнейшее,ADJ,-11.11048460006714
1056,Не поручайте, важнейший,ADJ,-12.36048460006714
1057,Не поручайте, важнейших,ADJ,-12.98548460006714
1058,Ненужный коврик из твёрдой, ткани,NOUN,-1.2080750465393066
1059,Ненужный коврик из твёрдой, резины,NOUN,-1.210449985228479
1060,Ненужный коврик из твёрдой, бумаги,NOUN,-2.958075046539306
1061,Ненужный коврик из твёрдой, пены,NOUN,-3.714999869931489
1062,Ненужный коврик из твёрдой, синтетики,NOUN,-3.773974522948265
1063,Ненужный коврик из твёрдой, синтетической,ADJ,-4.898974493145943
1064,Ненужный коврик из твёрдой, синей,ADJ,-7.240307807922363
1065,Ненужный коврик из твёрдой, резинки,NOUN,-7.835450172424316
1066,Ненужный коврик из твёрдой, синтепон,NOUN,-8.813422240316868
1067,Ненужный коврик из твёрдой, резин,NOUN,-8.835450172424316
1068,Ненужный коврик из твёрдой, синтепоновой,ADJ,-8.87384320050478
1069,Ненужный коврик из твёрдой, резиновой,ADJ,-8.881296794861555
1070,Ненужный коврик из твёрдой, синели,NOUN,-9.865307807922363
1071,Ненужный коврик из твёрдой, резини,NOUN,-9.960449695587158
1072,Ненужный коврик из твёрдой, резиной,NOUN,-9.960449695587158
1073,Но четыре года я не мог себя, заставить,VERB,-0.824167976854369
1074,Но четыре года я не мог себя, найти,VERB,-2.322068214416504
1075,Но четыре года я не мог себя, простить,VERB,-3.3221878500989988
1076,Но четыре года я не мог себя, с,ADP,-4.072068214416504
1077,Но четыре года я не мог себя, собрать,VERB,-4.197068214416504
1078,Но четыре года я не мог себя, в,ADP,-4.322068214416504
1079,Но четыре года я не мог себя, сдерживать,VERB,-5.550395965576172
1080,Но четыре года я не мог себя, сдержать,VERB,-6.300395965576172
1081,Но четыре года я не мог себя, сдвинуть,VERB,-6.660611785657238
1082,Но четыре года я не мог себя, заставлять,VERB,-7.074168145656586
1083,Но четыре года я не мог себя, ввести,VERB,-7.406525611877441
1084,Но четыре года я не мог себя, заставит,VERB,-9.949168145656586
1085,Но четыре года я не мог себя, сдерживаться,VERB,-11.800395965576172
1086,Но четыре года я не мог себя, сдержаться,VERB,-11.925395965576172
1087,Но четыре года я не мог себя, заставиться,VERB,-12.074168145656586
1088,"Один футболист, который получил", красную,ADJ,-2.6018923558294773
1089,"Один футболист, который получил"," ""Золотую",ADJ,-2.9206106275087222
1090,"Один футболист, который получил", много,ADV,-2.9699740409851074
1091,"Один футболист, который получил", Золотой,ADJ,-2.983027399517596
1092,"Один футболист, который получил"," ""Золотой",ADJ,-3.0456106275087222
1093,"Один футболист, который получил", награду,NOUN,-3.1063599926510506
1094,"Один футболист, который получил", Золотую,ADJ,-3.108027399517596
1095,"Один футболист, который получил", известность,NOUN,-3.3543701246380806
1096,"Один футболист, который получил"," ""золотую",ADJ,-6.091868149116635
1097,"Один футболист, который получил"," ""золотой",ADJ,-7.2168680895119905
1098,"Один футболист, который получил", награды,NOUN,-7.73135232925415
1099,"Один футболист, который получил", красный,ADJ,-7.976892471313477
1100,"Один футболист, который получил"," ""Серебряный",ADJ,-8.016258434392512
1101,"Один футболист, который получил"," ""Золотое",ADJ,-8.295610448694788
1102,"Один футболист, который получил"," ""Золотые",ADJ,-8.420610448694788
1103,Однако здесь, есть,VERB,-1.763248085975647
1104,Однако здесь, важно,ADJ,-2.5132479667663574
1105,Однако здесь, стоит,VERB,-2.8882479667663574
1106,Однако здесь, мы,PRON,-3.3882479667663574
1107,Однако здесь, следует,VERB,-3.3882479667663574
1108,"Олень бродил среди берёз, жевал", траву,NOUN,-0.9046112485229968
1109,"Олень бродил среди берёз, жевал", листву,NOUN,-2.3827966107055545
1110,"Олень бродил среди берёз, жевал", листья,NOUN,-3.2524666786193848
1111,"Олень бродил среди берёз, жевал", молодую,ADJ,-3.257388323545456
1112,"Олень бродил среди берёз, жевал", кору,NOUN,-3.3812611713074148
1113,"Олень бродил среди берёз, жевал", молодые,ADJ,-4.132388353347778
1114,"Олень бродил среди берёз, жевал", зелёные,ADJ,-4.324942973442376
1115,"Олень бродил среди берёз, жевал", зелёную,ADJ,-4.449942973442376
1116,"Олень бродил среди берёз, жевал", травку,NOUN,-4.904611110687256
1117,"Олень бродил среди берёз, жевал", травинку,NOUN,-6.529611110687256
1118,"Олень бродил среди берёз, жевал", молоденькие,ADJ,-6.539021611213684
1119,"Олень бродил среди берёз, жевал", зелёный,ADJ,-6.699942973442376
1120,"Олень бродил среди берёз, жевал", травы,NOUN,-6.904611110687256
1121,"Олень бродил среди берёз, жевал", травинки,NOUN,-7.529611110687256
1122,"Олень бродил среди берёз, жевал", листвy,NOUN,-7.977050274610519
1123,Он был очень, хорош,ADJ,-2.857609272003174
1124,Он был очень, умным,ADJ,-2.990421801805496
1125,Он был очень, хорошим,ADJ,-3.040149450302124
1126,Он был очень, добрым,ADJ,-3.168733537197113
1127,Он был очень, умен,ADJ,-3.3229196667671204
1128,Он был очень, рад,ADJ,-3.732609272003174
1129,Он был очень, смел,VERB,-4.203036680817604
1130,Он был очень, смелым,ADJ,-4.271774560213089
1131,Он был очень, умный,ADJ,-4.990421772003174
1132,Он был очень, добрый,ADJ,-5.418733596801758
1133,Он был очень, добр,ADJ,-6.168733596801758
1134,Он был очень, упрям,VERB,-6.4482039456488565
1135,Он был очень, упрямым,ADJ,-6.692436928045936
1136,Он был очень, хорошей,ADJ,-6.790149450302124
1137,Он был очень, доброй,ADJ,-6.918733596801758
1138,"Он вскрыл пачку сухарей,", и,CCONJ,-2.067159414291382
1139,"Он вскрыл пачку сухарей,", но,CCONJ,-3.317159414291382
1140,"Он вскрыл пачку сухарей,", высыпал,VERB,-3.427985290065408
1141,"Он вскрыл пачку сухарей,", вытащил,VERB,-3.673245719721308
1142,"Он вскрыл пачку сухарей,", которые,PRON,-3.692159414291382
1143,"Он вскрыл пачку сухарей,", зачерпнул,VERB,-4.071801198646426
1144,"Он вскрыл пачку сухарей,", отломил,VERB,-4.599082887172699
1145,"Он вскрыл пачку сухарей,", выложил,VERB,-4.613178417086601
1146,"Он вскрыл пачку сухарей,", отсыпал,VERB,-5.137854409404099
1147,"Он вскрыл пачку сухарей,", отщипнул,VERB,-5.526951192878187
1148,"Он вскрыл пачку сухарей,", откусил,VERB,-5.775292603299022
1149,"Он вскрыл пачку сухарей,", отобрал,VERB,-5.781258672475815
1150,"Он вскрыл пачку сухарей,", вывалил,VERB,-6.149040296673775
1151,"Он вскрыл пачку сухарей,", засыпал,VERB,-6.181277709081769
1152,"Он вскрыл пачку сухарей,", отложил,VERB,-6.585624575614929
1153,Он ловко поддел концом, своего,DET,-3.047133684158325
1154,Он ловко поддел концом, палки,NOUN,-3.251066766679287
1155,Он ловко поддел концом, меча,NOUN,-3.297642275923863
1156,Он ловко поддел концом, носа,NOUN,-3.482804402709008
1157,Он ловко поддел концом, лука,NOUN,-3.588344842195511
1158,Он ловко поддел концом, шнурка,NOUN,-4.149046745151281
1159,Он ловко поддел концом, шнура,NOUN,-4.381535589694977
1160,Он ловко поддел концом, штанги,NOUN,-5.133066639304161
1161,Он ловко поддел концом, носка,NOUN,-5.357804298400879
1162,Он ловко поддел концом, шва,NOUN,-5.428797721862793
1163,Он ловко поддел концом, швабры,NOUN,-5.444989621726563
1164,Он ловко поддел концом, шеста,NOUN,-5.803797721862793
1165,Он ловко поддел концом, палочки,NOUN,-5.8760666847229
1166,Он ловко поддел концом, лопаты,NOUN,-5.966911024181172
1167,Он ловко поддел концом, шприца,NOUN,-6.304955564788543
1168,Он признаёт право каждого, на,ADP,-1.0162644386291504
1169,Он признаёт право каждого, человека,NOUN,-1.2662644386291504
1170,Он признаёт право каждого, из,ADP,-3.2662644386291504
1171,Он признаёт право каждого, иметь,VERB,-3.7662644386291504
1172,Он признаёт право каждого, быть,VERB,-4.01626443862915
1173,Он признаёт право каждого, избирать,VERB,-8.81551218032837
1174,Он стал плохо, себя,PRON,-1.465679407119751
1175,Он стал плохо, видеть,VERB,-1.715679407119751
1176,Он стал плохо, спать,VERB,-2.217020007665269
1177,Он стал плохо, слышать,VERB,-2.6007056841626763
1178,Он стал плохо, учиться,VERB,-2.6063297502696514
1179,Он стал плохо, зарабатывать,VERB,-4.018304884433746
1180,Он стал плохо, засыпать,VERB,-4.145876382943243
1181,Он стал плохо, учится,VERB,-6.981329679489136
1182,Он стал плохо, забирать,VERB,-7.643305063247681
1183,Он стал плохо, слышащим,VERB,-8.484059436246753
1184,Он стал плохо, слышен,ADJ,-8.600705862045288
1185,Он стал плохо, учить,VERB,-8.606329679489136
1186,Он стал плохо, загорать,VERB,-8.732929334044456
1187,Он стал плохо, задыхаться,VERB,-8.768992715456989
1188,Он стал плохо, заживать,VERB,-9.148005747236311
1189,Он умел из любого, материала,NOUN,-2.384098052978516
1190,Он умел из любого, положения,NOUN,-3.259098052978516
1191,Он умел из любого, слова,NOUN,-3.509098052978516
1192,Он умел из любого, повода,NOUN,-3.528805734589696
1193,Он умел из любого, предмета,NOUN,-3.7592373499355753
1194,Он умел из любого, дерьма,NOUN,-3.863452185876668
1195,Он умел из любого, дрова,NOUN,-7.734349593520164
1196,Он умел из любого, дельца,NOUN,-7.938353285193443
1197,Он умел из любого, дурака,NOUN,-8.22639075666666
1198,Он умел из любого, поворота,NOUN,-8.279086375900079
1199,Он умел из любого, дна,NOUN,-8.734224796295166
1200,Он умел из любого, повседневного,ADJ,-8.780094728266704
1201,Он умел из любого, деда,NOUN,-9.109224796295166
1202,Он умел из любого, повара,NOUN,-10.02880573272705
1203,Он умел из любого, дерьмища,NOUN,-10.313137352466583
1204,"Она почти не изменилась, только слегка", подрос,VERB,-2.569980025291443
1205,"Она почти не изменилась, только слегка", подросла,VERB,-2.5784604428336024
1206,"Она почти не изменилась, только слегка", потемнела,VERB,-2.608397035073722
1207,"Она почти не изменилась, только слегка", увеличилась,VERB,-2.950421988964081
1208,"Она почти не изменилась, только слегка", потускнела,VERB,-3.7447508410550654
1209,"Она почти не изменилась, только слегка", покраснела,VERB,-4.230971876531839
1210,"Она почти не изменилась, только слегка", посветлела,VERB,-4.260832856292836
1211,"Она почти не изменилась, только слегка", подправила,VERB,-4.541202425956726
1212,"Она почти не изменилась, только слегка", обросла,VERB,-4.653698957758024
1213,"Она почти не изменилась, только слегка", поседела,VERB,-5.26540148910135
1214,"Она почти не изменилась, только слегка", обвисла,VERB,-5.710985531099141
1215,"Она почти не изменилась, только слегка", подправили,VERB,-5.791202425956726
1216,"Она почти не изменилась, только слегка", увеличила,VERB,-5.825422048568726
1217,"Она почти не изменилась, только слегка", покороче,ADJ,-5.898959420621395
1218,"Она почти не изменилась, только слегка", подкорректировалась,VERB,-5.929958978347713
1219,Она с досадой, посмотрела,VERB,-2.1465872522676364
1220,Она с досадой, вздохнула,VERB,-2.8344211326912045
1221,Она с досадой, покачала,VERB,-2.9321229131892323
1222,Она с досадой, взглянула,VERB,-3.149695364292711
1223,Она с досадой, смотрела,VERB,-3.275189816951752
1224,Она с досадой, уставилась,VERB,-4.372195505537093
1225,Она с досадой, смотрит,VERB,-4.5251898765563965
1226,Она с досадой, указывает,VERB,-5.113089561462402
1227,Она с досадой, утирает,VERB,-5.806765139102936
1228,Она с досадой, упрекнула,VERB,-6.0354782566428185
1229,Она с досадой, вздыхает,VERB,-6.426862969994545
1230,Она с досадой, уходит,VERB,-6.613089561462402
1231,Она с досадой, уронила,VERB,-6.614347649272531
1232,Она с досадой, утирала,VERB,-6.806765079498291
1233,Она с досадой, упрекала,VERB,-7.410478211939335
1234,"Она успевала убраться, разморозить", и,CCONJ,-1.6406854391098022
1235,"Она успевала убраться, разморозить", мясо,NOUN,-1.6413814318948423
1236,"Она успевала убраться, разморозить", курицу,NOUN,-2.0929489731788635
1237,"Она успевала убраться, разморозить", холодильник,NOUN,-3.2709200335666537
1238,"Она успевала убраться, разморозить", еду,NOUN,-3.39083188828954
1239,"Она успевала убраться, разморозить", кури,VERB,-4.967948913574219
1240,"Она успевала убраться, разморозить", куриные,ADJ,-5.166722804307938
1241,"Она успевала убраться, разморозить", курочку,NOUN,-6.467948913574219
1242,"Она успевала убраться, разморозить", куриное,ADJ,-6.916722774505615
1243,"Она успевала убраться, разморозить", курятину,NOUN,-7.722000596579164
1244,"Она успевала убраться, разморозить", куриную,NOUN,-8.101206259801984
1245,"Она успевала убраться, разморозить", куриный,ADJ,-8.291722774505615
1246,"Она успевала убраться, разморозить", курицы,NOUN,-8.467948913574219
1247,"Она успевала убраться, разморозить", холодильники,NOUN,-8.645919799804688
1248,"Она успевала убраться, разморозить", мясцо,ADJ,-9.89138162136078
1249,"Они не ели целый день,", и,CCONJ,-1.4851021766662598
1250,"Они не ели целый день,", но,CCONJ,-2.23510217666626
1251,"Они не ели целый день,", а,CCONJ,-2.36010217666626
1252,"Они не ели целый день,", чтобы,SCONJ,-2.61010217666626
1253,"Они не ели целый день,", не,PART,-3.36010217666626
1254,"Они не ели целый день,", потому,ADV,-3.48510217666626
1255,От внимания наблюдателя не должна, ускользнуть,VERB,-0.4828160738252336
1256,От внимания наблюдателя не должна, уходить,VERB,-2.337295243894914
1257,От внимания наблюдателя не должна, уйти,VERB,-2.337362582955393
1258,От внимания наблюдателя не должна, ускользать,VERB,-2.35781614833104
1259,От внимания наблюдателя не должна, укрыться,VERB,-3.645894195651636
1260,От внимания наблюдателя не должна, скрываться,VERB,-4.518946051597595
1261,От внимания наблюдателя не должна, упасть,VERB,-5.954236030578613
1262,От внимания наблюдателя не должна, упускаться,VERB,-5.956996802473441
1263,От внимания наблюдателя не должна, укрываться,VERB,-6.143049790627629
1264,От внимания наблюдателя не должна, скрыться,VERB,-6.143946051597595
1265,От внимания наблюдателя не должна, упустить,VERB,-6.829236030578613
1266,От внимания наблюдателя не должна, укратиться,VERB,-6.843319177627564
1267,От внимания наблюдателя не должна, уклоняться,VERB,-7.24985408782959
1268,От внимания наблюдателя не должна, уклониться,VERB,-7.74985408782959
1269,От внимания наблюдателя не должна, упуститься,VERB,-7.869453758001327
1270,От смерти его спасла, лишь,PART,-2.128669261932373
1271,От смерти его спасла, только,PART,-2.253669261932373
1272,От смерти его спасла, любовь,NOUN,-3.003669261932373
1273,От смерти его спасла, одна,NUM,-3.628669261932373
1274,От смерти его спасла,"
Только",PART,-5.979905933141708
1275,От смерти его спасла, однажды,ADV,-6.778011798858643
1276,От смерти его спасла,"
Лишь",PART,-7.16481539607048
1277,От смерти его спасла,"
Сила",NOUN,-8.025166034698486
1278,От смерти его спасла,"
Моя",DET,-8.030674576759338
1279,От смерти его спасла,"
Твоя",DET,-8.362924569286406
1280,От смерти его спасла,"
Доброта",NOUN,-8.788003432564437
1281,От смерти его спасла,"
Светлая",ADJ,-8.896773368120193
1282,От смерти его спасла,"
Вера",NOUN,-9.2046959400177
1283,От смерти его спасла,"
Молитва",NOUN,-9.289412178099155
1284,От смерти его спасла,"
Вся",DET,-9.3296959400177
1285,Отвернув цветастое, покрыв,VERB,-0.8387645448092371
1286,Отвернув цветастое, покрывало,VERB,-0.8500447266269475
1287,Отвернув цветастое, одеяло,NOUN,-1.547897951080813
1288,Отвернув цветастое, полотенце,NOUN,-1.9855885738506915
1289,Отвернув цветастое, платье,NOUN,-3.855409353971481
1290,Отвернув цветастое, одеяние,NOUN,-4.063246555029764
1291,Отвернув цветастое, ведерко,NOUN,-4.406843095086515
1292,Отвернув цветастое, покрывальце,VERB,-5.369337974349037
1293,Отвернув цветастое, полотнище,NOUN,-6.349964473716682
1294,Отвернув цветастое, ведро,NOUN,-6.398620128631592
1295,Отвернув цветастое, одеялко,NOUN,-6.562710768877878
1296,Отвернув цветастое, покрытие,NOUN,-6.838764727115631
1297,Отвернув цветастое, полотенечко,ADV,-6.986104925104883
1298,Отвернув цветастое, ведёрко,ADV,-7.169998440891504
1299,Отвернув цветастое, платьице,NOUN,-7.855409145355225
1300,Очень тогда, не,PART,-3.0559656620025635
1301,Очень тогда, было,VERB,-3.3059656620025635
1302,Очень тогда, это,PRON,-3.5559656620025635
1303,Очень тогда,".
И",CCONJ,-6.248379945755005
1304,Очень тогда,".
А",INTJ,-6.373379945755005
1305,Очень тогда,".
Я",PRON,-6.623379945755005
1306,Очень тогда,".
В",INTJ,-6.873379945755005
1307,Очень тогда,"
Это",PRON,-7.078747272491455
1308,Очень тогда,"
Я",PRON,-7.203747272491455
1309,Очень тогда,"
Сильно",ADV,-7.805270791053772
1310,Очень тогда,".
Сейчас",ADV,-7.927817583084106
1311,Очень тогда,".
Потому",ADV,-8.031874269247055
1312,Очень тогда,"
все",PRON,-8.441708207130432
1313,Очень тогда,".
Итак",ADV,-8.715271711349487
1314,Очень тогда,"
Сложно",ADJ,-8.940461203455925
1315,Очень хочется заплести, косички,NOUN,-2.3746246099472046
1316,Очень хочется заплести, волосы,NOUN,-2.3953707218170166
1317,Очень хочется заплести, косу,NOUN,-2.6246246099472046
1318,Очень хочется заплести, косы,NOUN,-2.7496246099472046
1319,Очень хочется заплести, себе,PRON,-2.8953707218170166
1320,Очень хочется заплести, косичку,NOUN,-3.02826907671988
1321,Очень хочется заплести,".
Но",CCONJ,-6.424633741378784
1322,Очень хочется заплести,".
И",CCONJ,-6.549633741378784
1323,Очень хочется заплести,".
Я",PRON,-6.674633741378784
1324,Очень хочется заплести,".
Вот",PART,-6.674633741378784
1325,Очень хочется заплести, косичками,NOUN,-7.403269171714783
1326,Очень хочется заплести,".
Сейчас",ADV,-7.682387709617615
1327,Очень хочется заплести, косичек,NOUN,-8.028269171714783
1328,Очень хочется заплести, косичкой,NOUN,-8.028269171714783
1329,Очень хочется заплести,".
Пока",ADV,-8.071003794670105
1330,Педагог предъявляет, требования,NOUN,-1.1395927667617798
1331,Педагог предъявляет, учащимся,NOUN,-2.4410143345594406
1332,Педагог предъявляет, к,ADP,-2.6395926475524902
1333,Педагог предъявляет, детям,NOUN,-2.7645926475524902
1334,Педагог предъявляет, ученику,NOUN,-3.845552861690521
1335,Педагог предъявляет, ученикам,NOUN,-3.845552861690521
1336,Педагог предъявляет, высокие,ADJ,-4.141276398906484
1337,Педагог предъявляет, учащему,NOUN,-5.566014289855957
1338,Педагог предъявляет, учащемуся,NOUN,-5.566379430063535
1339,Педагог предъявляет, ученицам,NOUN,-8.220552921295166
1340,Педагог предъявляет, учащими,VERB,-8.816014289855957
1341,Педагог предъявляет, учащим,VERB,-8.816014289855957
1342,Педагог предъявляет, учащимися,NOUN,-8.816910625551827
1343,Педагог предъявляет, ученице,NOUN,-8.970552921295166
1344,Педагог предъявляет, учащемся,VERB,-9.066014289855955
1345,Перед ним снова была, та,DET,-2.206401824951172
1346,Перед ним снова была, открыта,VERB,-3.951825208961964
1347,Перед ним снова была, стена,NOUN,-3.971464144065976
1348,Перед ним снова была, его,PRON,-4.081401824951172
1349,Перед ним снова была, пустота,NOUN,-4.341067731380463
1350,Перед ним снова была, темно,ADJ,-4.409259647130966
1351,Перед ним снова была, темнота,NOUN,-4.411128787905909
1352,Перед ним снова была, темная,ADJ,-5.034259676933289
1353,Перед ним снова была, пустая,ADJ,-5.841067790985107
1354,Перед ним снова была, открытая,VERB,-6.076825141906738
1355,Перед ним снова была, пустыня,NOUN,-7.1236980855464935
1356,Перед ним снова была, таинственная,ADJ,-7.732757380232215
1357,Перед ним снова была, темень,NOUN,-8.159259796142578
1358,Перед ним снова была, пустош,NOUN,-9.466067790985107
1359,Перед ним снова была, пустошь,NOUN,-9.466451273910934
1360,"По воскресеньям музыканты, исполнявшие", классическую,ADJ,-2.4062078446149826
1361,"По воскресеньям музыканты, исполнявшие", джаз,NOUN,-2.714882118627429
1362,"По воскресеньям музыканты, исполнявшие", свои,DET,-3.2123830318450928
1363,"По воскресеньям музыканты, исполнявшие", произведения,NOUN,-3.4788614343851805
1364,"По воскресеньям музыканты, исполнявшие", народные,ADJ,-3.692798167467117
1365,"По воскресеньям музыканты, исполнявшие", классические,ADJ,-4.031207799911499
1366,"По воскресеньям музыканты, исполнявшие", джазовые,ADJ,-4.41061626188457
1367,"По воскресеньям музыканты, исполнявшие", хиты,NOUN,-4.479037046432495
1368,"По воскресеньям музыканты, исполнявшие", народную,ADJ,-4.567798137664795
1369,"По воскресеньям музыканты, исполнявшие", христианские,ADJ,-4.972588121891022
1370,"По воскресеньям музыканты, исполнявшие", христианскую,ADJ,-5.222588121891022
1371,"По воскресеньям музыканты, исполнявшие", хоровую,ADJ,-5.738034248352051
1372,"По воскресеньям музыканты, исполнявшие", джазовую,ADJ,-5.785616142675281
1373,"По воскресеньям музыканты, исполнявшие", хард,NOUN,-5.979037046432495
1374,"По воскресеньям музыканты, исполнявшие", хип,NOUN,-6.479037046432495
1375,Под рукавом рубашки виднелся тонкий, золотой,ADJ,-2.342138834297657
1376,Под рукавом рубашки виднелся тонкий, браслет,NOUN,-2.3648472003260395
1377,Под рукавом рубашки виднелся тонкий, запясть,VERB,-2.6909849159419537
1378,Под рукавом рубашки виднелся тонкий, запястье,NOUN,-2.707012949511409
1379,Под рукавом рубашки виднелся тонкий, черный,ADJ,-2.8693023417145014
1380,Под рукавом рубашки виднелся тонкий, шрам,NOUN,-3.329635918140412
1381,Под рукавом рубашки виднелся тонкий, шнур,NOUN,-4.07972211719607
1382,Под рукавом рубашки виднелся тонкий, шнурок,NOUN,-4.190115045319544
1383,Под рукавом рубашки виднелся тонкий, золотистый,ADJ,-4.594314841087908
1384,Под рукавом рубашки виднелся тонкий, браслетик,NOUN,-5.437520521096303
1385,Под рукавом рубашки виднелся тонкий, шов,NOUN,-5.704635858535767
1386,Под рукавом рубашки виднелся тонкий, запястный,ADJ,-5.818383916048333
1387,Под рукавом рубашки виднелся тонкий, запон,NOUN,-6.772791385650635
1388,Под рукавом рубашки виднелся тонкий, заплатанный,VERB,-7.29873107559979
1389,Под рукавом рубашки виднелся тонкий, запястьем,NOUN,-7.457012843340635
1390,"Покуда я нахожусь у власти, я буду предметом", ненависти,NOUN,-0.859971158861299
1391,"Покуда я нахожусь у власти, я буду предметом", для,ADP,-2.7318978309631348
1392,"Покуда я нахожусь у власти, я буду предметом", зависти,NOUN,-3.2335208058939315
1393,"Покуда я нахожусь у власти, я буду предметом", нападок,NOUN,-3.3762265127152205
1394,"Покуда я нахожусь у власти, я буду предметом", насмешек,NOUN,-3.881627063499764
1395,"Покуда я нахожусь у власти, я буду предметом", обсуждения,NOUN,-3.957574903964996
1396,"Покуда я нахожусь у власти, я буду предметом", обсуждений,NOUN,-4.457574903964996
1397,"Покуда я нахожусь у власти, я буду предметом", насмешки,NOUN,-7.756627136142924
1398,"Покуда я нахожусь у власти, я буду предметом", нападков,NOUN,-8.001226425170898
1399,"Покуда я нахожусь у власти, я буду предметом", ненасытного,ADJ,-8.2018334135646
1400,"Покуда я нахожусь у власти, я буду предметом", ненасытной,ADJ,-8.3268334135646
1401,"Покуда я нахожусь у власти, я буду предметом", нападений,NOUN,-8.626226425170898
