,context,word,POS
1200,Она с досадой,отвернулась,VERB
1201,Она с досадой,отбросила,VERB
1202,Она с досадой,посмотрела,VERB
1203,Она с досадой,смотрела,VERB
1204,Она с досадой,ударила,VERB
1205,Она с досадой,сказала,VERB
1206,Она с досадой,говорила,VERB
1207,Она с досадой,подумала,VERB
1208,Она с досадой,швырнула,VERB
1209,Она с досадой,пнула,VERB
1210,Она с досадой,пошла,VERB
1211,Она с досадой,бросила,VERB
1212,Она с досадой,поговорила,VERB
1213,Она с досадой,закусила,VERB
1214,Она с досадой,стукнула,VERB
1215,Она с досадой,топнула,VERB
1216,Она с досадой,высказала,VERB
1217,Она с досадой,пожала,VERB
1218,Она с досадой,покачала,VERB
1219,Она с досадой,обернулась,VERB
1220,Она с досадой,достала,VERB
1221,Она с досадой,осознала,VERB
1222,Она с досадой,вздохнула,VERB
1223,Она с досадой,кинула,VERB
1224,Она с досадой,наклонила,VERB
1225,Она с досадой,повернула,VERB
1226,Она с досадой,могла,VERB
1227,Она с досадой,хлопнула,VERB
1228,"Елена сидела в кресле, молодая Мурка",бегала,VERB
1229,"Елена сидела в кресле, молодая Мурка",подошла,VERB
1230,"Елена сидела в кресле, молодая Мурка",ласкала,VERB
1231,"Елена сидела в кресле, молодая Мурка",забралась,VERB
1232,"Елена сидела в кресле, молодая Мурка",поцарапала,VERB
1233,"Елена сидела в кресле, молодая Мурка",взобралась,VERB
1234,"Елена сидела в кресле, молодая Мурка",пекла,VERB
1235,"Елена сидела в кресле, молодая Мурка",с,ADP
1236,"Елена сидела в кресле, молодая Мурка",на,ADP
1237,"Елена сидела в кресле, молодая Мурка",возле,ADP
1238,"Елена сидела в кресле, молодая Мурка",тоже,PART
1239,"Елена сидела в кресле, молодая Мурка",корова,NOUN
1240,"Елена сидела в кресле, молодая Мурка",и,CCONJ
1241,"Елена сидела в кресле, молодая Мурка",л,NOUN
1242,"Елена сидела в кресле, молодая Мурка",прыгнула,VERB
1243,"Елена сидела в кресле, молодая Мурка",спала,VERB
1244,"Елена сидела в кресле, молодая Мурка",лежала,VERB
1245,"Елена сидела в кресле, молодая Мурка",играла,VERB
1246,"Елена сидела в кресле, молодая Мурка",сидела,VERB
1247,"Елена сидела в кресле, молодая Мурка",свернулась,VERB
1248,"Елена сидела в кресле, молодая Мурка",ела,VERB
1249,"Елена сидела в кресле, молодая Мурка",грелась,VERB
1250,"Елена сидела в кресле, молодая Мурка",терлась,VERB
1251,"Елена сидела в кресле, молодая Мурка",примостилась,VERB
1252,"Елена сидела в кресле, молодая Мурка",смотрела,VERB
1253,"Елена сидела в кресле, молодая Мурка",была,VERB
1254,"Елена сидела в кресле, молодая Мурка",ластилась,VERB
1255,"Елена сидела в кресле, молодая Мурка",залезла,VERB
1256,"Елена сидела в кресле, молодая Мурка",вилась,VERB
1257,"Елена сидела в кресле, молодая Мурка",прыгала,VERB
1258,"Елена сидела в кресле, молодая Мурка",сопела,NOUN
1259,"Елена сидела в кресле, молодая Мурка",мяукала,NOUN
1260,"Елена сидела в кресле, молодая Мурка",ласкалась,VERB
1261,"Елена сидела в кресле, молодая Мурка",прижалась,VERB
1262,"Елена сидела в кресле, молодая Мурка",выла,VERB
1263,"Елена сидела в кресле, молодая Мурка",мурчала,VERB
1264,"Елена сидела в кресле, молодая Мурка",расположилась,VERB
1265,"Елена сидела в кресле, молодая Мурка",крутилась,VERB
1266,"Елена сидела в кресле, молодая Мурка",мурлыкала,NOUN
1267,"Елена сидела в кресле, молодая Мурка",урчала,VERB
1268,На ведущей вниз,доске,NOUN
1269,На ведущей вниз,скатерти,NOUN
1270,На ведущей вниз,скамейке,NOUN
1271,На ведущей вниз,перекладине,NOUN
1272,На ведущей вниз,странице,NOUN
1273,На ведущей вниз,и,CCONJ
1274,На ведущей вниз,дорожке,NOUN
1275,На ведущей вниз,улочке,NOUN
1276,На ведущей вниз,тропинке,NOUN
1277,На ведущей вниз,улице,NOUN
1278,На ведущей вниз,дороге,NOUN
1279,На ведущей вниз,тропе,NOUN
1280,Что ты хочешь чтобы тебе,подарили,VERB
1281,Что ты хочешь чтобы тебе,ответили,VERB
1282,Что ты хочешь чтобы тебе,понравилось,VERB
1283,Что ты хочешь чтобы тебе,сделали,VERB
1284,Что ты хочешь чтобы тебе,было,VERB
1285,Что ты хочешь чтобы тебе,дали,VERB
1286,Что ты хочешь чтобы тебе,сказали,VERB
1287,Что ты хочешь чтобы тебе,сказал,VERB
1288,Перед ним снова была,открыта,VERB
1289,Перед ним снова была,непростая,ADJ
1290,Перед ним снова была,нерешенная,ADJ
1291,Перед ним снова была,непроглядная,ADJ
1292,Перед ним снова была,большая,ADJ
1293,Перед ним снова была,она,PRON
1294,Перед ним снова была,возможность,NOUN
1295,Перед ним снова была,надежда,NOUN
1296,Перед ним снова была,стена,NOUN
1297,Перед ним снова была,задача,NOUN
1298,Перед ним снова была,проблема,NOUN
1299,Перед ним снова была,степь,NOUN
1300,Перед ним снова была,пустыня,NOUN
1301,Перед ним снова была,дилемма,NOUN
1302,Перед ним снова была,картина,NOUN
1303,Перед ним снова была,машина,NOUN
1304,Перед ним снова была,очередь,NOUN
1305,Перед ним снова была,поставлена,VERB
1306,Перед ним снова была,его,PRON
1307,Перед ним снова была,дорога,NOUN
1308,Перед ним снова была,равнина,NOUN
1309,Перед ним снова была,не,PART
1310,Перед ним снова была,пустота,NOUN
1311,Перед ним снова была,нарисована,VERB
1312,Перед ним снова была,землянка,NOUN
1313,Перед ним снова была,дверь,NOUN
1314,Перед ним снова была,старая,ADJ
1315,Перед ним снова была,знакомая,ADJ
1316,Перед ним снова была,та,DET
1317,Перед ним снова была,эта,DET
1318,После завершения,процесса,NOUN
1319,После завершения,смены,NOUN
1320,После завершения,процедур,NOUN
1321,После завершения,дел,NOUN
1322,После завершения,передачи,NOUN
1323,После завершения,операции,NOUN
1324,После завершения,эксперимента,NOUN
1325,После завершения,праздника,NOUN
1326,После завершения,атаки,NOUN
1327,После завершения,полевых,ADJ
1328,После завершения,экскурсии,NOUN
1329,После завершения,сеанса,NOUN
1330,После завершения,мероприятия,NOUN
1331,После завершения,работы,NOUN
1332,"Тому, кто",думает,VERB
1333,"Тому, кто",делает,VERB
1334,"Тому, кто",знает,VERB
1335,"Тому, кто",сделает,VERB
1336,"Тому, кто",видит,VERB
1337,"Тому, кто",купал,VERB
1338,"Тому, кто",сделал,VERB
1339,"Тому, кто",назовет,VERB
1340,"Тому, кто",решит,VERB
1341,"Тому, кто",ответит,VERB
1342,"Тому, кто",читает,VERB
1343,"Тому, кто",решил,VERB
1344,"Тому, кто",вел,VERB
1345,"Тому, кто",нуждается,VERB
1346,"Тому, кто",придет,VERB
1347,"Тому, кто",отгадает,VERB
1348,"Тому, кто",был,VERB
1349,"Тому, кто",может,VERB
1350,"Тому, кто",увидит,VERB
1351,"Тому, кто",использует,VERB
1352,"Тому, кто",умеет,VERB
1353,"Тому, кто",будет,VERB
1354,"Тому, кто",прочтет,VERB
1355,"Тому, кто",идет,VERB
1356,"Тому, кто",выиграл,VERB
1357,"Тому, кто",потратил,VERB
1358,"Тому, кто",скажет,VERB
1359,"Тому, кто",любит,VERB
1360,"Тому, кто",поймет,VERB
1361,"Тому, кто",верит,VERB
1362,"Тому, кто",прибежал,VERB
1363,"Тому, кто",найдет,VERB
1364,"Тому, кто",сможет,VERB
1365,"Тому, кто",придумал,VERB
1366,"Тому, кто",пришел,VERB
1367,"Тому, кто",прочитает,VERB
1368,"Тому, кто",ждал,VERB
1369,"Тому, кто",видел,VERB
1370,"Тому, кто",судит,VERB
1371,"Тому, кто",угадает,VERB
1372,"Тому, кто",обнаружит,VERB
1373,"Тому, кто",станет,VERB
1374,"Тому, кто",первый,ADJ
1375,"Тому, кто",это,PRON
1376,"Тому, кто",не,PART
1377,"Тому, кто",никогда,ADV
1378,"Тому, кто",еще,ADV
1379,"Тому, кто",первым,ADJ
1380,"Тому, кто",много,ADV
1381,"Тому, кто",против,ADV
1382,"Тому, кто",готов,ADJ
1383,"Тому, кто",вам,PRON
1384,"Тому, кто",так,ADV
1385,"Тому, кто",количеству,NOUN
1386,"Тому, кто",счастлив,ADJ
1387,"Тому, кто",рядом,ADV
1388,"Тому, кто",мало,ADV
1389,"Тому, кто",н,INTJ
1390,"Тому, кто",ждет,VERB
1391,"Тому, кто",хотел,VERB
1392,"Тому, кто",захочет,VERB
1393,"Тому, кто",хочет,VERB
1394,"Тому, кто",ищет,VERB
1395,"Там, недалеко от кухонной двери, сидел",старик,NOUN
1396,"Там, недалеко от кухонной двери, сидел",человек,NOUN
1397,"Там, недалеко от кухонной двери, сидел",отец,NOUN
1398,"Там, недалеко от кухонной двери, сидел",мужчина,NOUN
1399,"Там, недалеко от кухонной двери, сидел",папа,NOUN
1400,"Там, недалеко от кухонной двери, сидел",дед,NOUN
1401,"Там, недалеко от кухонной двери, сидел",петя,NOUN
1402,"Там, недалеко от кухонной двери, сидел",дедушка,NOUN
1403,"Там, недалеко от кухонной двери, сидел",мертвец,NOUN
1404,"Там, недалеко от кухонной двери, сидел",мальчик,NOUN
1405,"Там, недалеко от кухонной двери, сидел",повар,NOUN
1406,"Там, недалеко от кухонной двери, сидел",ф,INTJ
1407,"Там, недалеко от кухонной двери, сидел",маленький,ADJ
1408,"Там, недалеко от кухонной двери, сидел",на,ADP
1409,"Там, недалеко от кухонной двери, сидел",черный,ADJ
1410,"Там, недалеко от кухонной двери, сидел",пап,NOUN
1411,"Там, недалеко от кухонной двери, сидел",высокий,ADJ
1412,"Там, недалеко от кухонной двери, сидел",пожилой,ADJ
1413,"Там, недалеко от кухонной двери, сидел",молодой,ADJ
1414,"Там, недалеко от кухонной двери, сидел",незнакомый,ADJ
1415,"Там, недалеко от кухонной двери, сидел",большой,ADJ
1416,"Там, недалеко от кухонной двери, сидел",сидел,VERB
1417,"Там, недалеко от кухонной двери, сидел",вчера,ADV
1418,"Там, недалеко от кухонной двери, сидел",вдрызг,VERB
1419,"Там, недалеко от кухонной двери, сидел",в,ADP
1420,"Там, недалеко от кухонной двери, сидел",один,NUM
1421,"Там, недалеко от кухонной двери, сидел",я,PRON
1422,"Там, недалеко от кухонной двери, сидел",и,CCONJ
1423,"Там, недалеко от кухонной двери, сидел",любимый,ADJ
1424,"Там, недалеко от кухонной двери, сидел",мой,DET
1425,"Там, недалеко от кухонной двери, сидел",старый,ADJ
1426,"Там, недалеко от кухонной двери, сидел",кот,NOUN
1427,"Там, недалеко от кухонной двери, сидел",таракан,NOUN
1428,"Там, недалеко от кухонной двери, сидел",динозавр,NOUN
1429,"Там, недалеко от кухонной двери, сидел",он,PRON
1430,Когда родители,узнали,VERB
1431,Когда родители,уехали,VERB
1432,Когда родители,уснули,VERB
1433,Когда родители,уезжают,VERB
1434,Когда родители,балуют,VERB
1435,Когда родители,уходят,VERB
1436,Когда родители,ушли,VERB
1437,Когда родители,мальчика,NOUN
1438,Когда родители,ар,INTJ
1439,Когда родители,не,PART
1440,Когда родители,ребенка,NOUN
1441,Когда родители,предложили,VERB
1442,Под рукавом рубашки виднелся тонкий,слой,NOUN
1443,Под рукавом рубашки виднелся тонкий,шов,NOUN
1444,Под рукавом рубашки виднелся тонкий,браслет,NOUN
1445,Под рукавом рубашки виднелся тонкий,волос,NOUN
1446,Под рукавом рубашки виднелся тонкий,шрам,NOUN
1447,Под рукавом рубашки виднелся тонкий,лоскут,NOUN
1448,Под рукавом рубашки виднелся тонкий,рубец,NOUN
1449,Под рукавом рубашки виднелся тонкий,платок,NOUN
1450,Под рукавом рубашки виднелся тонкий,след,NOUN
1451,Под рукавом рубашки виднелся тонкий,манжет,NOUN
1452,Под рукавом рубашки виднелся тонкий,нож,NOUN
1453,Под рукавом рубашки виднелся тонкий,материал,NOUN
1454,Под рукавом рубашки виднелся тонкий,просвет,NOUN
1455,Под рукавом рубашки виднелся тонкий,локоть,NOUN
1456,Под рукавом рубашки виднелся тонкий,поясок,NOUN
1457,Под рукавом рубашки виднелся тонкий,шнур,NOUN
1458,Под рукавом рубашки виднелся тонкий,лист,NOUN
1459,Под рукавом рубашки виднелся тонкий,кинжал,NOUN
1460,Под рукавом рубашки виднелся тонкий,край,NOUN
1461,Под рукавом рубашки виднелся тонкий,узор,NOUN
1462,Под рукавом рубашки виднелся тонкий,порез,NOUN
1463,Под рукавом рубашки виднелся тонкий,стилет,NOUN
1464,Под рукавом рубашки виднелся тонкий,незаметный,ADJ
1465,Под рукавом рубашки виднелся тонкий,сверкающий,VERB
1466,Под рукавом рубашки виднелся тонкий,накрахмаленный,ADJ
1467,Под рукавом рубашки виднелся тонкий,прозрачный,ADJ
1468,Под рукавом рубашки виднелся тонкий,носовой,ADJ
1469,Под рукавом рубашки виднелся тонкий,краешек,NOUN
1470,Под рукавом рубашки виднелся тонкий,ремешок,NOUN
1471,"Не обнаружив ничего в досье, сыщики решили",бросить,VERB
1472,"Не обнаружив ничего в досье, сыщики решили",было,VERB
1473,"Не обнаружив ничего в досье, сыщики решили",отправиться,VERB
1474,"Не обнаружив ничего в досье, сыщики решили",приостановить,VERB
1475,"Не обнаружив ничего в досье, сыщики решили",обыскать,VERB
1476,"Не обнаружив ничего в досье, сыщики решили",уйти,VERB
1477,"Не обнаружив ничего в досье, сыщики решили",проверить,VERB
1478,"Не обнаружив ничего в досье, сыщики решили",продолжить,VERB
1479,"Не обнаружив ничего в досье, сыщики решили",пересмотреть,VERB
1480,"Не обнаружив ничего в досье, сыщики решили",лично,ADV
1481,"Не обнаружив ничего в досье, сыщики решили",искать,VERB
1482,"Не обнаружив ничего в досье, сыщики решили",действовать,VERB
1483,"Не обнаружив ничего в досье, сыщики решили",поискать,VERB
1484,Очень хочется заплести,кому,PRON
1485,Очень хочется заплести,косу,NOUN
1486,Очень хочется заплести,интригу,NOUN
1487,Очень хочется заплести,в,ADP
1489,Очень хочется заплести,косы,NOUN
1490,Очень хочется заплести,косичку,NOUN
1491,Очень хочется заплести,волосы,NOUN
1492,Он умел из любого,положения,NOUN
1493,Он умел из любого,пустяка,NOUN
1494,Он умел из любого,предмета,NOUN
1495,Он умел из любого,человека,NOUN
1496,Он умел из любого,ребенка,NOUN
1497,Он умел из любого,хулигана,NOUN
1498,Он умел из любого,мусора,NOUN
1499,Он умел из любого,дерева,NOUN
1500,Он умел из любого,промаха,NOUN
1501,Он умел из любого,дурака,NOUN
1502,Он умел из любого,ученика,NOUN
1503,Он умел из любого,вздора,NOUN
1504,Он умел из любого,болота,NOUN
1505,Он умел из любого,разгильдяя,VERB
1506,Он умел из любого,камня,NOUN
1507,Он умел из любого,полена,NOUN
1508,Он умел из любого,блюда,NOUN
1509,Он умел из любого,даже,PART
1510,Он умел из любого,делать,VERB
1511,Он умел из любого,сделать,VERB
1512,Он умел из любого,сложного,ADJ
1513,Он умел из любого,а,CCONJ
1514,Он умел из любого,слона,NOUN
1515,Он умел из любого,материала,NOUN
1516,Он умел из любого,говна,VERB
1517,Он умел из любого,слова,NOUN
1518,Он умел из любого,случая,NOUN
1519,Он умел из любого,дела,NOUN
1520,Он умел из любого,спора,NOUN
1521,Он умел из любого,хлама,NOUN
1522,Он умел из любого,события,NOUN
1523,Он умел из любого,сора,NOUN
1524,Этот студент,стал,VERB
1525,Этот студент,был,VERB
1526,Этот студент,начал,VERB
1527,Этот студент,прогуливал,VERB
1528,Этот студент,оказался,VERB
1529,Этот студент,учится,VERB
1530,Этот студент,часто,ADV
1531,Этот студент,не,PART
1532,Этот студент,показал,VERB
1533,"По воскресеньям музыканты, исполнявшие",существительное,NOUN
1534,"По воскресеньям музыканты, исполнявшие",свои,DET
1535,"По воскресеньям музыканты, исполнявшие",на,ADP
1536,"По воскресеньям музыканты, исполнявшие",в,ADP
1537,"По воскресеньям музыканты, исполнявшие",оперные,ADJ
1538,"По воскресеньям музыканты, исполнявшие",музыкальные,ADJ
1539,"По воскресеньям музыканты, исполнявшие",известную,ADJ
1540,"По воскресеньям музыканты, исполнявшие",главную,ADJ
1541,"По воскресеньям музыканты, исполнявшие",классическую,ADJ
1542,"По воскресеньям музыканты, исполнявшие",свадебный,ADJ
1543,"По воскресеньям музыканты, исполнявшие",любимые,ADJ
1544,"По воскресеньям музыканты, исполнявшие",это,PRON
1545,"По воскресеньям музыканты, исполнявшие",различные,ADJ
1546,"По воскресеньям музыканты, исполнявшие",инструментальную,ADJ
1547,"По воскресеньям музыканты, исполнявшие",вместе,ADV
1548,"По воскресеньям музыканты, исполнявшие",номер,NOUN
1549,"По воскресеньям музыканты, исполнявшие",произведения,NOUN
1550,"По воскресеньям музыканты, исполнявшие",мелодию,NOUN
1551,"По воскресеньям музыканты, исполнявшие",пьесу,NOUN
1552,"По воскресеньям музыканты, исполнявшие",концерт,NOUN
1553,"По воскресеньям музыканты, исполнявшие",песни,NOUN
1554,"По воскресеньям музыканты, исполнявшие",оперу,NOUN
1555,"По воскресеньям музыканты, исполнявшие",песню,NOUN
1556,"По воскресеньям музыканты, исполнявшие",номера,NOUN
1557,"По воскресеньям музыканты, исполнявшие",блюз,NOUN
1558,"По воскресеньям музыканты, исполнявшие",гимны,NOUN
1559,"По воскресеньям музыканты, исполнявшие",произведение,NOUN
1560,"По воскресеньям музыканты, исполнявшие",симфонию,NOUN
1561,"По воскресеньям музыканты, исполнявшие",музыку,NOUN
1562,"По воскресеньям музыканты, исполнявшие",джаз,NOUN
1563,"По воскресеньям музыканты, исполнявшие",песня,NOUN
1564,"По воскресеньям музыканты, исполнявшие",роль,NOUN
1565,"По воскресеньям музыканты, исполнявшие",вальс,NOUN
1566,В деревнях по-прежнему,твориться,VERB
1567,В деревнях по-прежнему,живут,VERB
1568,В деревнях по-прежнему,готовят,VERB
1569,В деревнях по-прежнему,топили,VERB
1570,В деревнях по-прежнему,топят,VERB
1571,В деревнях по-прежнему,держат,VERB
1572,В деревнях по-прежнему,надо,ADV
1573,В деревнях по-прежнему,не,PART
1574,В деревнях по-прежнему,нет,VERB
1575,В деревнях по-прежнему,так,ADV
1576,В деревнях по-прежнему,остался,VERB
1577,В деревнях по-прежнему,было,VERB
1578,В деревнях по-прежнему,осталась,VERB
1579,Я сделала,все,PRON
1580,Я сделала,первый,ADJ
1581,Я сделала,себе,PRON
1582,Я сделала,это,PRON
1583,Я сделала,очень,ADV
1584,Я сделала,большие,ADJ
1585,Я сделала,эту,DET
1586,Я сделала,большую,ADJ
1587,Я сделала,необходимую,ADJ
1588,Я сделала,неловкое,ADJ
1589,Я сделала,ему,PRON
1590,Я сделала,плохое,ADJ
1591,Я сделала,первое,ADJ
1592,Я сделала,кое-что,NOUN
1593,Я сделала,наконец,ADV
1594,Я сделала,сделала,VERB
1595,Я сделала,тебе,PRON
1596,Я сделала,новую,ADJ
1597,Я сделала,то,PRON
1598,Я сделала,одно,NUM
1599,Я сделала,два,NUM
1600,Я сделала,домашнее,ADJ
1601,Я сделала,как,SCONJ
1602,Я сделала,красивый,ADJ
1603,Я сделала,домашнюю,ADJ
1604,Я сделала,вам,PRON
1605,Я сделала,несколько,NUM
1606,Я сделала,так,ADV
1607,Я сделала,ошибку,NOUN
1608,Я сделала,знак,NOUN
1609,Я сделала,укол,NOUN
1610,Я сделала,работу,NOUN
1611,Я сделала,торт,NOUN
1612,Я сделала,задание,NOUN
1613,Я сделала,вдох,NOUN
1614,Я сделала,подарок,NOUN
1615,Я сделала,уроки,NOUN
1616,Я сделала,яичницу,NOUN
1617,Я сделала,глупость,NOUN
1618,Я сделала,борщ,NOUN
1619,Я сделала,оригами,NOUN
1620,Я сделала,кувырок,NOUN
1621,Я сделала,дело,NOUN
1622,Я сделала,попытку,NOUN
1623,Я сделала,глоток,NOUN
1624,Я сделала,заявку,NOUN
1625,Я сделала,паузу,NOUN
1626,Я сделала,прическу,NOUN
1627,Я сделала,омлет,NOUN
1628,Я сделала,урок,NOUN
1629,Я сделала,упражнение,NOUN
1630,Я сделала,пирог,NOUN
1631,Я сделала,вывод,NOUN
1632,Я сделала,маникюр,NOUN
1633,Я сделала,жест,NOUN
1634,Я сделала,шаг,NOUN
1635,В мои обязанности входило утром включить,голову,NOUN
1636,В мои обязанности входило утром включить,свет,NOUN
1637,В мои обязанности входило утром включить,аппарат,NOUN
1638,В мои обязанности входило утром включить,станок,NOUN
1639,В мои обязанности входило утром включить,чайник,NOUN
1640,В мои обязанности входило утром включить,плиту,NOUN
1641,В мои обязанности входило утром включить,компьютер,NOUN
1642,В мои обязанности входило утром включить,радио,NOUN
1643,В мои обязанности входило утром включить,музыку,NOUN
1669,"В багажнике были лопата,",и,CCONJ
1670,"В багажнике были лопата,",бейсбольная,ADJ
1671,"В багажнике были лопата,",р,NOUN
1672,"В багажнике были лопата,",труп,NOUN
1673,"В багажнике были лопата,",топор,NOUN
1674,"В багажнике были лопата,",грабли,NOUN
1675,"В багажнике были лопата,",ведро,NOUN
1676,"В багажнике были лопата,",домкрат,NOUN
1677,"В багажнике были лопата,",мешок,NOUN
1678,"В багажнике были лопата,",кирка,NOUN
1679,"В багажнике были лопата,",канат,NOUN
1680,"В багажнике были лопата,",аптечка,NOUN
1681,"В багажнике были лопата,",канистра,NOUN
1682,"В багажнике были лопата,",веревка,NOUN
1683,"В багажнике были лопата,",совок,NOUN
1684,"В багажнике были лопата,",трос,NOUN
1685,"В багажнике были лопата,",огнетушитель,NOUN
1686,"В багажнике были лопата,",колесо,NOUN
1687,"В багажнике были лопата,",молоток,NOUN
1688,"В багажнике были лопата,",тесак,NOUN
1689,"В багажнике были лопата,",бита,NOUN
1690,"В багажнике были лопата,",лом,NOUN
1691,И на берегу озера тогда появляются,огоньки,NOUN
1692,И на берегу озера тогда появляются,рыбаки,NOUN
1693,И на берегу озера тогда появляются,люди,NOUN
1694,И на берегу озера тогда появляются,растения,NOUN
1695,И на берегу озера тогда появляются,камыши,NOUN
1696,И на берегу озера тогда появляются,кувшинки,NOUN
1697,И на берегу озера тогда появляются,рыбы,NOUN
1698,И на берегу озера тогда появляются,горы,NOUN
1699,И на берегу озера тогда появляются,лилии,NOUN
1700,И на берегу озера тогда появляются,волны,NOUN
1701,И на берегу озера тогда появляются,ромашки,NOUN
1702,И на берегу озера тогда появляются,утки,NOUN
1703,И на берегу озера тогда появляются,палатки,NOUN
1704,И на берегу озера тогда появляются,признаки,NOUN
1705,И на берегу озера тогда появляются,туристы,NOUN
1706,И на берегу озера тогда появляются,машины,NOUN
1707,И на берегу озера тогда появляются,дети,NOUN
1708,И на берегу озера тогда появляются,следы,NOUN
1709,И на берегу озера тогда появляются,цветы,NOUN
1710,И на берегу озера тогда появляются,огни,NOUN
1711,И на берегу озера тогда появляются,звезды,NOUN
1712,И на берегу озера тогда появляются,чайки,NOUN
1713,И на берегу озера тогда появляются,тучи,NOUN
1714,И на берегу озера тогда появляются,новые,ADJ
1715,И на берегу озера тогда появляются,большие,ADJ
1716,И на берегу озера тогда появляются,красивые,ADJ
1717,И на берегу озера тогда появляются,молодые,ADJ
1718,И на берегу озера тогда появляются,неожиданно,ADV
1719,И на берегу озера тогда появляются,необычные,ADJ
1720,И на берегу озера тогда появляются,первые,ADJ
1721,И на берегу озера тогда появляются,весенние,ADJ
1722,И на берегу озера тогда появляются,разные,ADJ
1723,И на берегу озера тогда появляются,такие,DET
1724,И на берегу озера тогда появляются,прекрасные,ADJ
1725,И на берегу озера тогда появляются,купающиеся,VERB
1726,И на берегу озера тогда появляются,песочные,ADJ
1727,И на берегу озера тогда появляются,маленькие,ADJ
1728,И на берегу озера тогда появляются,уже,ADV
1729,И на берегу озера тогда появляются,едва,ADV
1730,И на берегу озера тогда появляются,неясные,ADJ
1731,И на берегу озера тогда появляются,странные,ADJ
1732,И на берегу озера тогда появляются,они,PRON
1733,И на берегу озера тогда появляются,тени,NOUN
1734,И на берегу озера тогда появляются,личинки,NOUN
1735,И на берегу озера тогда появляются,утята,NOUN
1736,И на берегу озера тогда появляются,лебеди,NOUN
1737,И на берегу озера тогда появляются,водоросли,NOUN
1738,И на берегу озера тогда появляются,животные,NOUN
1739,И на берегу озера тогда появляются,лягушки,NOUN
1740,И на берегу озера тогда появляются,феи,NOUN
1741,Автор принадлежит к числу последних свидетелей,катастрофы,NOUN
1742,Автор принадлежит к числу последних свидетелей,революции,NOUN
1743,Автор принадлежит к числу последних свидетелей,этого,PRON
1744,Автор принадлежит к числу последних свидетелей,войны,NOUN
1745,Автор принадлежит к числу последних свидетелей,холокоста,NOUN
1746,Автор принадлежит к числу последних свидетелей,события,NOUN
1747,Автор принадлежит к числу последних свидетелей,ссср,NOUN
1748,Автор принадлежит к числу последних свидетелей,происшествия,NOUN
1749,Автор принадлежит к числу последних свидетелей,эпохи,NOUN
1750,Автор принадлежит к числу последних свидетелей,его,PRON
1751,Автор принадлежит к числу последних свидетелей,жизни,NOUN
1752,Автор принадлежит к числу последних свидетелей,аварии,NOUN
1753,Автор принадлежит к числу последних свидетелей,смерти,NOUN
1754,Автор принадлежит к числу последних свидетелей,падения,NOUN
1755,Автор принадлежит к числу последних свидетелей,событий,NOUN
1756,Автор принадлежит к числу последних свидетелей,пушкина,NOUN
1757,Автор принадлежит к числу последних свидетелей,расцвета,NOUN
1758,Автор принадлежит к числу последних свидетелей,преступления,NOUN
1759,Автор принадлежит к числу последних свидетелей,тех,DET
1760,Автор принадлежит к числу последних свидетелей,иеговы,NOUN
1761,Автор принадлежит к числу последних свидетелей,старой,ADJ
1762,Автор принадлежит к числу последних свидетелей,того,PRON
1763,Автор принадлежит к числу последних свидетелей,этих,DET
1764,Автор принадлежит к числу последних свидетелей,великой,ADJ
1765,Автор принадлежит к числу последних свидетелей,величайшей,ADJ
1766,Автор принадлежит к числу последних свидетелей,октябрьской,ADJ
1767,Автор принадлежит к числу последних свидетелей,всемирной,ADJ
1768,Автор принадлежит к числу последних свидетелей,ушедшей,VERB
1769,Автор принадлежит к числу последних свидетелей,произошедших,VERB
1770,Автор принадлежит к числу последних свидетелей,уходящего,VERB
1771,Автор принадлежит к числу последних свидетелей,страшных,ADJ
1772,"Музыканты играли на похоронах, разгружали",обстановку,NOUN
1773,"Музыканты играли на похоронах, разгружали",людей,NOUN
1774,"Музыканты играли на похоронах, разгружали",атмосферу,NOUN
1775,"Музыканты играли на похоронах, разгружали",м,NOUN
1776,"Музыканты играли на похоронах, разгружали",и,CCONJ
1777,"Музыканты играли на похоронах, разгружали",что,PRON
1778,"Музыканты играли на похоронах, разгружали",гробы,NOUN
1779,"Музыканты играли на похоронах, разгружали",ящики,NOUN
1780,"Музыканты играли на похоронах, разгружали",машины,NOUN
1781,"Музыканты играли на похоронах, разгружали",фуры,NOUN
1782,"Музыканты играли на похоронах, разгружали",машину,NOUN
1783,"Музыканты играли на похоронах, разгружали",вагоны,NOUN
1784,У Пашки,был,VERB
1785,У Пашки,есть,VERB
1786,У Пашки,было,VERB
1787,У Пашки,была,VERB
1788,У Пашки,вдруг,ADV
1789,У Пашки,дома,ADV
1790,"Она почти не изменилась, только слегка",п,ADJ
1791,"Она почти не изменилась, только слегка",по,ADP
1792,"Она почти не изменилась, только слегка",постарела,VERB
1793,"Она почти не изменилась, только слегка",поседела,VERB
1794,"Она почти не изменилась, только слегка",поправилась,VERB
1795,"Она почти не изменилась, только слегка",располнела,VERB
1796,"Она почти не изменилась, только слегка",похорошела,VERB
1797,"Она почти не изменилась, только слегка",осунулась,VERB
1798,"Она почти не изменилась, только слегка",пополнела,VERB
1799,"Один футболист, который получил",рол,NOUN
1800,"Один футболист, который получил",желтую,ADJ
1801,"Один футболист, который получил",красную,ADJ
1802,"Один футболист, который получил",травму,NOUN
1803,"Один футболист, который получил",звание,NOUN
1804,"Один футболист, который получил",контракт,NOUN
1805,"Один футболист, который получил",штрафной,ADJ
1806,"Один футболист, который получил",премию,NOUN
